SYMBOL,NAME_OF_COMPANY,P/E Ratio,Debt-to-Equity,ROE (%),Earnings Growth,Market Cap,Sector,Industry
HIMATSEIDE,Himatsingka Seide Limited,20.247566,179.627,,-0.45,18326921216.0,Consumer Cyclical,Textile Manufacturing
HINDALCO,Hindalco Industries Limited,10.846276,56.29,,0.601,1503791546368.0,Basic Materials,Aluminum
HINDCOMPOS,Hindustan Composites Limited,17.394001,0.007,,0.7,6422299648.0,Consumer Cyclical,Auto Parts
HINDCON,Hindcon Chemicals Limited,19.937887,1.132,,0.346,1643218176.0,Basic Materials,Specialty Chemicals
HINDCOPPER,Hindustan Copper Limited,52.125607,3.8,,0.0,208683778048.0,Basic Materials,Copper
HINDMOTORS,Hindustan Motors Limited,14.529033,74.231,,-0.704,4701094912.0,Consumer Cyclical,Auto Manufacturers
HINDOILEXP,Hindustan Oil Exploration Company Limited,13.518253,11.828,,-0.068,22547433472.0,Energy,Oil & Gas E&P
HINDPETRO,Hindustan Petroleum Corporation Limited,11.430085,158.069,,2.564,688775364608.0,Energy,Oil & Gas Refining & Marketing
HINDUNILVR,Hindustan Unilever Limited,47.619884,3.238,,0.189,5112367939584.0,Consumer Defensive,Household & Personal Products
HINDWAREAP,Hindware Home Innovation Limited,,179.832,,,15617619968.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
HINDZINC,Hindustan Zinc Limited,19.343231,191.929,,0.321,1816887558144.0,Basic Materials,Other Industrial Metals & Mining
HIRECT,Hind Rectifiers Limited,45.444386,92.409,,5.625,14684348416.0,Industrials,Electrical Equipment & Parts
HISARMETAL,Hisar Metal Industries Limited,26.87972,110.167,,-0.463,1037825984.0,Basic Materials,Steel
HITECH,Hi-Tech Pipes Limited,25.655527,48.551,,0.301,20255008768.0,Basic Materials,Steel
HITECHCORP,Hitech Corporation Limited,23.264462,32.943,,-0.435,3384471808.0,Consumer Cyclical,Packaging & Containers
HITECHGEAR,The Hi-Tech Gears Limited,21.188253,53.35,,-0.54,10336249856.0,Consumer Cyclical,Auto Parts
HLEGLAS,HLE Glascoat Limited,33.42836,69.54,,,15289424896.0,Industrials,Specialty Industrial Machinery
HLVLTD,HLV LIMITED,33.641026,6.549,,0.143,8715418624.0,Consumer Cyclical,Lodging
HMAAGRO,HMA Agro Industries Limited,21.635136,70.1,,-0.564,16049673216.0,Consumer Defensive,Packaged Foods
HMT,HMT Limited,,,,,18192574464.0,Industrials,Farm & Heavy Construction Machinery
HMVL,Hindustan Media Ventures Limited,14.445393,4.992,,,6223027712.0,Communication Services,Publishing
HNDFDS,Hindustan Foods Limited,61.38347,114.947,,0.258,62822449152.0,Industrials,Conglomerates
HOMEFIRST,Home First Finance Company India Limited,24.998741,387.513,,0.231,89420611584.0,Financial Services,Mortgage Finance
HONASA,Honasa Consumer Limited,86.9668,12.352,,-0.025,68155314176.0,Consumer Defensive,Household & Personal Products
HONAUT,Honeywell Automation India Limited,56.179592,2.125,,0.033,299289411584.0,Industrials,Electrical Equipment & Parts
HONDAPOWER,Honda India Power Products Limited,32.788956,0.042,,-0.326,19511738368.0,Industrials,Specialty Industrial Machinery
HOVS,HOV Services Limited,14.275511,7.34,,1.1,528612160.0,Technology,Information Technology Services
HPAL,HP Adhesives Limited,21.276995,1.657,,-0.193,4177543168.0,Basic Materials,Specialty Chemicals
HPIL,Hindprakash Industries Limited,100.88282,46.944,,-0.594,1475194112.0,Basic Materials,Specialty Chemicals
HPL,HPL Electric & Power Limited,35.461613,75.011,,0.511,24945379328.0,Industrials,Electrical Equipment & Parts
HSCL,Himadri Speciality Chemical Limited,38.467434,10.165,,0.154,198302859264.0,Basic Materials,Specialty Chemicals
HTMEDIA,HT Media Limited,,41.296,,,4184578816.0,Communication Services,Publishing
HUBTOWN,Hubtown Limited,,35.476,,3.618,23953807360.0,Real Estate,Real Estate - Development
HUDCO,Housing & Urban Development Corporation Limited,13.499626,546.443,,0.417,361863446528.0,Financial Services,Credit Services
HUHTAMAKI,Huhtamaki India Limited,16.05756,12.455,,-0.964,14156581888.0,Consumer Cyclical,Packaging & Containers
HYBRIDFIN,Hybrid Financial Services Limited,9.854839,3.793,,0.0,359711584.0,Financial Services,Capital Markets
HYUNDAI,Hyundai Motor India Limited,23.418541,7.823,,-0.186,1336182964224.0,Consumer Cyclical,Auto Manufacturers
ICDSLTD,ICDS Limited,61.104473,,,,571481472.0,Real Estate,Real Estate Services
ICEMAKE,Ice Make Refrigeration Limited,50.506485,74.445,,0.422,12903060480.0,Industrials,Specialty Industrial Machinery
ICICIBANK,ICICI Bank Limited,18.214338,,18.733999,0.16,8830603755520.0,Financial Services,Banks - Regional
ICICIGI,ICICI Lombard General Insurance Company Limited,33.334988,,18.601,0.659,831735005184.0,Financial Services,Insurance - Diversified
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,79.97019,22.336,8.5760005,0.42,775499612160.0,Financial Services,Insurance - Life
ICIL,Indo Count Industries Limited,15.242277,66.481,,0.3,49860165632.0,Consumer Cyclical,Textile Manufacturing
ICRA,ICRA Limited,32.361794,1.531,,0.306,52716691456.0,Financial Services,Financial Data & Stock Exchanges
IDBI,IDBI Bank Limited,10.745156,,13.613,0.293,775896956928.0,Financial Services,Banks - Regional
IDEA,Vodafone Idea Limited,,,,,496895819776.0,Communication Services,Telecom Services
IDEAFORGE,Ideaforge Technology Limited,,2.429,,,14370454528.0,Technology,Computer Hardware
IDFCFIRSTB,IDFC First Bank Limited,20.105263,,5.869,-0.553,391565049856.0,Financial Services,Banks - Regional
IEL,Indiabulls Enterprises Limited,,,,,3233780992.0,Industrials,Rental & Leasing Services
IEX,Indian Energy Exchange Limited,33.455338,0.784,,0.175,136551538688.0,Financial Services,Capital Markets
IFBAGRO,IFB Agro Industries Limited,22.369856,3.249,,,4241428992.0,Consumer Defensive,Beverages - Wineries & Distilleries
IFBIND,IFB Industries Limited,40.00542,10.461,,0.78,45004267520.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
IFCI,IFCI Limited,127.18751,48.879,,,109739409408.0,Financial Services,Credit Services
IFGLEXPOR,IFGL Refractories Limited,26.113235,17.111,,,12541682688.0,Basic Materials,Building Materials
IGARASHI,Igarashi Motors India Limited,60.245216,32.583,,2.347,15868147712.0,Consumer Cyclical,Auto Parts
IGIL,International Gemmological Institute (India) Limited,30.038946,13.649,54.371,-0.997,133321359360.0,Basic Materials,Other Precious Metals & Mining
IGL,Indraprastha Gas Limited,15.24155,0.7,,-0.314,258832007168.0,Utilities,Utilities - Regulated Gas
IGPL,IG Petrochemicals Limited,13.070804,31.558,,,12904560640.0,Basic Materials,Chemicals
IIFL,IIFL Finance Limited,25.384926,293.657,,-0.925,132979949568.0,Financial Services,Credit Services
IIFLCAPS,IIFL Capital Services Limited,8.265193,47.391,,0.242,60443410432.0,Financial Services,Capital Markets
IITL,Industrial Investment Trust Limited,14.406364,0.602,,,5307704832.0,Financial Services,Credit Services
IKIO,IKIO Lighting Limited,35.819344,10.704,,-0.605,15212709888.0,Technology,Electronic Components
IKS,Inventurus Knowledge Solutions Limited,68.487305,67.885,,0.252,274313609216.0,Healthcare,Health Information Services
IL&FSENGG,IL&FS Engineering and Construction Company Limited,,,,-0.814,4294221312.0,Industrials,Engineering & Construction
IL&FSTRANS,IL&FS Transportation Networks Limited,,385.701,,,1046092800.0,Industrials,Infrastructure Operations
IMAGICAA,Imagicaaworld Entertainment Limited,64.37113,8.93,,-0.333,33884749824.0,Communication Services,Entertainment
IMFA,Indian Metals & Ferro Alloys Limited,7.8923907,12.686,,-0.141,32965945344.0,Basic Materials,Steel
IMPAL,India Motor Parts and Accessories Limited,14.578227,,,0.073,11441681408.0,Consumer Cyclical,Auto Parts
IMPEXFERRO,Impex Ferro Tech Limited,,,,,213673680.0,Basic Materials,Other Industrial Metals & Mining
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,15.822967,22.144,,1.955,1589965952.0,Basic Materials,Steel
INDBANK,Indbank Merchant Banking Services Limited,15.605,,,-0.552,1385043584.0,Financial Services,Capital Markets
INDGN,Indegene Limited,31.941505,3.733,,0.029,122816774144.0,Healthcare,Health Information Services
INDHOTEL,The Indian Hotels Company Limited,59.183754,26.258,,0.286,1068213075968.0,Consumer Cyclical,Lodging
INDIACEM,The India Cements Limited,1.8018228,40.332,,180.095,84555128832.0,Basic Materials,Building Materials
INDIAGLYCO,India Glycols Limited,15.871852,77.461,,0.364,33190744064.0,Basic Materials,Chemicals
INDIAMART,Indiamart Intermesh Limited,25.063429,2.045,,0.477,117393768448.0,Communication Services,Internet Content & Information
INDIANB,Indian Bank,6.2423625,,,0.237,661559443456.0,Financial Services,Banks - Regional
INDIANCARD,Indian Card Clothing Company Limited,1.842328,7.943,,,1406560512.0,Consumer Cyclical,Textile Manufacturing
INDIANHUME,Indian Hume Pipe Company Limited,15.42923,70.164,,-0.049,15907270656.0,Industrials,Engineering & Construction
INDIASHLTR,India Shelter Finance Corporation Limited,24.211023,161.17,,0.361,82938888192.0,Financial Services,Mortgage Finance
INDIGO,InterGlobe Aviation Limited,29.850458,1558.415,,-0.184,1816516624384.0,Industrials,Airlines
INDIGOPNTS,Indigo Paints Limited,34.13478,2.917,,-0.035,47170260992.0,Basic Materials,Specialty Chemicals
INDNIPPON,India Nippon Electricals Limited,16.835178,0.383,,0.322,12758506496.0,Consumer Cyclical,Auto Parts
INDOAMIN,Indo Amines Limited,14.805668,91.052,,0.169,7963585536.0,Basic Materials,Chemicals
INDOBORAX,Indo Borax & Chemicals Limited,11.734949,3.035,,0.105,5132796416.0,Basic Materials,Chemicals
INDOCO,Indoco Remedies Limited,,76.631,,,20174575616.0,Healthcare,Drug Manufacturers - Specialty & Generic
INDOFARM,Indo Farm Equipment Limited,52.956924,71.629,5.135,,8270160896.0,Industrials,Farm & Heavy Construction Machinery
INDORAMA,Indo Rama Synthetics (India) Limited,,404.895,,,9003186176.0,Consumer Cyclical,Textile Manufacturing
INDOSTAR,IndoStar Capital Finance Limited,34.377457,214.441,,0.597,35812601856.0,Financial Services,Credit Services
INDOTECH,Indo Tech Transformers Limited,31.547949,1.817,,0.804,21674295296.0,Industrials,Electrical Equipment & Parts
INDOTHAI,Indo Thai Securities Limited,147.07089,11.115,,-0.834,22338056192.0,Financial Services,Capital Markets
INDOUS,Indo Us Biotech Limited,28.068493,21.541,,0.37,3287530240.0,Basic Materials,Agricultural Inputs
INDOWIND,Indowind Energy Limited,32.183674,6.609,,-0.759,2033778048.0,Utilities,Utilities - Renewable
INDRAMEDCO,Indraprastha Medical Corporation Limited,19.118183,6.243,,0.115,28918249472.0,Healthcare,Medical Care Facilities
INDSWFTLAB,Ind-Swift Laboratories Limited,1.4625272,1.621,,-1.0,5196689920.0,Healthcare,Drug Manufacturers - Specialty & Generic
INDSWFTLTD,Ind-Swift Limited,1.1724137,,,,768054976.0,Healthcare,Drug Manufacturers - Specialty & Generic
INDTERRAIN,Indian Terrain Fashions Limited,,83.111,,,1453857792.0,Consumer Cyclical,Apparel Manufacturing
INDUSINDBK,IndusInd Bank Limited,7.2256846,,,-0.391,523796938752.0,Financial Services,Banks - Regional
INDUSTOWER,Indus Towers Limited,8.740978,63.051,34.764,1.652,862377476096.0,Communication Services,Telecom Services
INFIBEAM,Infibeam Avenues Limited,22.4375,3.719,,0.533,49844101120.0,Technology,Software - Infrastructure
INFOBEAN,InfoBeans Technologies Limited,20.826666,7.947,,0.263,7612812800.0,Technology,Software - Application
INFOMEDIA,Infomedia Press Limited,,,,,325760352.0,Financial Services,Shell Companies
INFY,Infosys Limited,22.936266,9.27,33.040002,0.073,6544607412224.0,Technology,Information Technology Services
INGERRAND,Ingersoll Rand (India) Limited,40.814762,0.71,,0.41,107580579840.0,Industrials,Specialty Industrial Machinery
INNOVACAP,Innova Captab Limited,31.844362,29.174,,0.36,44609671168.0,Healthcare,Drug Manufacturers - Specialty & Generic
INNOVANA,Innovana Thinklabs Limited,16.808353,24.5,,0.047,7012024832.0,Technology,Software - Application
INOXGREEN,Inox Green Energy Services Limited,110.0991,8.702,,,44853145600.0,Utilities,Utilities - Renewable
INOXINDIA,INOX India Limited,43.66533,12.937,,0.2,88934621184.0,Industrials,Specialty Industrial Machinery
INOXWIND,Inox Wind Limited,69.11064,109.643,,86.698,211748536320.0,Industrials,Specialty Industrial Machinery
INSECTICID,Insecticides (India) Limited,12.886866,5.897,,0.433,17301551104.0,Basic Materials,Agricultural Inputs
INSPIRISYS,Inspirisys Solutions Limited,13.377856,272.231,,2.7,3079815424.0,Technology,Information Technology Services
INTELLECT,Intellect Design Arena Limited,34.019505,2.488,,-0.177,89012469760.0,Technology,Software - Application
INTENTECH,Intense Technologies Limited,13.647728,,,0.103,2258235648.0,Technology,Software - Infrastructure
INTERARCH,Interarch Building Products Limited,23.41734,2.968,,0.1,23193391104.0,Industrials,Engineering & Construction
INTLCONV,International Conveyors Limited,5.106208,27.577,,0.043,4326884352.0,Industrials,Specialty Industrial Machinery
INVENTURE,Inventure Growth & Securities Limited,12.250001,17.403,,-0.997,1543500032.0,Financial Services,Capital Markets
IOB,Indian Overseas Bank,25.32927,,11.1829996,,785583767552.0,Financial Services,Banks - Regional
IOC,Indian Oil Corporation Limited,16.278498,88.031,,-0.765,1774611070976.0,Energy,Oil & Gas Refining & Marketing
IOLCP,IOL Chemicals and Pharmaceuticals Limited,18.33837,7.74,,-0.109,17861156864.0,Healthcare,Drug Manufacturers - Specialty & Generic
IONEXCHANG,ION Exchange (India) Limited,24.879913,19.649,,0.023,56087101440.0,Industrials,Pollution & Treatment Controls
IPCALAB,IPCA Laboratories Limited,45.256012,14.809,,0.379,329637625856.0,Healthcare,Drug Manufacturers - Specialty & Generic
IPL,India Pesticides Limited,23.4,3.525,,-0.33,14556672000.0,Basic Materials,Agricultural Inputs
IRB,IRB Infrastructure Developers Limited,4.0037417,135.18,,31.194,258589900800.0,Industrials,Infrastructure Operations
IRCON,Ircon International Limited,17.339504,54.474,,-0.646,132095467520.0,Industrials,Engineering & Construction
IRCTC,Indian Railway Catering And Tourism Corporation Limited,44.454838,1.202,,0.136,551399849984.0,Industrials,Railroads
IREDA,Indian Renewable Energy Development Agency Limited,24.49212,586.184,,0.145,375883235328.0,Financial Services,Credit Services
IRFC,Indian Railway Finance Corporation Limited,23.491018,785.44,13.036,0.016,1538161246208.0,Financial Services,Credit Services
IRIS,Iris Business Services Limited,58.10093,7.53,,0.967,8986468352.0,Technology,Software - Application
IRISDOREME,Iris Clothings Limited,33.905796,62.027,,0.208,3993021184.0,Consumer Cyclical,Apparel Manufacturing
IRMENERGY,IRM Energy Limited,32.345192,20.589,,-0.602,10117103616.0,Utilities,Utilities - Regulated Gas
ISEC,ICICI Securities Limited,13.003108,498.411,,0.076,272173858816.0,Financial Services,Capital Markets
ISFT,Intrasoft Technologies Limited,12.089988,6.207,,0.107,1555972992.0,Consumer Cyclical,Internet Retail
ISGEC,Isgec Heavy Engineering Limited,27.852093,26.235,,-0.676,69507440640.0,Industrials,Specialty Industrial Machinery
ITC,ITC Limited,25.57728,0.402,,-0.075,5156187406336.0,Consumer Defensive,Tobacco
ITCHOTELS,ITC Hotels Limited,,,,,347138523136.0,Consumer Cyclical,Resorts & Casinos
ITDC,India Tourism Development Corporation Limited,68.005844,0.162,,0.145,49870618624.0,Consumer Cyclical,Lodging
ITDCEM,ITD Cementation India Limited,27.250986,59.446,,0.112,94946934784.0,Industrials,Engineering & Construction
ITI,ITI Limited,,104.822,,,245122252800.0,Technology,Communication Equipment
IVC,IL&FS Investment Managers Limited,51.666664,,,1.5,2920506880.0,Financial Services,Financial Conglomerates
IVP,IVP Limited,13.215553,72.915,,0.108,1628452992.0,Basic Materials,Specialty Chemicals
IWEL,Inox Wind Energy Limited,90.08652,27.811,,,103496720384.0,Industrials,Specialty Industrial Machinery
IXIGO,Le Travenues Technology Limited,68.20652,1.948,,-0.506,48958930944.0,Consumer Cyclical,Travel Services
IZMO,IZMO Limited,7.5991683,2.072,,-0.205,4074212096.0,Technology,Software - Application
J&KBANK,The Jammu & Kashmir Bank Limited,4.6778007,,16.686001,0.185,100240416768.0,Financial Services,Banks - Regional
JAGRAN,Jagran Prakashan Limited,8.879333,9.88,,-0.15,15083417600.0,Communication Services,Publishing
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,21.552052,4.979,,7.061,13609057280.0,Healthcare,Drug Manufacturers - Specialty & Generic
JAIBALAJI,Jai Balaji Industries Limited,14.140641,22.404,,-0.501,124741206016.0,Basic Materials,Steel
JAICORPLTD,Jai Corp Limited,24.018568,,,0.045,15891977216.0,Basic Materials,Specialty Chemicals
JAIPURKURT,Nandani Creation Limited,22.779486,35.539,,-0.073,613289152.0,Consumer Cyclical,Apparel Manufacturing
JAMNAAUTO,Jamna Auto Industries Limited,15.406927,23.357,,-0.197,28399396864.0,Consumer Cyclical,Auto Parts
JASH,Jash Engineering Limited,41.33426,28.976,,0.486,37212295168.0,Industrials,Specialty Industrial Machinery
JAYAGROGN,Jayant Agro Organics Limited,11.962208,43.742,,0.489,7234505216.0,Basic Materials,Specialty Chemicals
JAYBARMARU,Jay Bharat Maruti Limited,28.362385,100.735,,-0.419,6693097472.0,Consumer Cyclical,Auto Parts
JAYNECOIND,Jayaswal Neco Industries Limited,237.23077,143.305,,-0.132,30052409344.0,Basic Materials,Steel
JAYSREETEA,Jayshree Tea & Industries Limited,8.76952,122.991,,363.0,2691960576.0,Consumer Defensive,Farm Products
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,37.737446,3.12,,0.21,236315394048.0,Healthcare,Drug Manufacturers - Specialty & Generic
JBMA,JBM Auto Limited,61.339504,209.491,,0.08,117608374272.0,Consumer Cyclical,Auto Parts
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,96.141884,6.757,,,49607041024.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
JETFREIGHT,Jet Freight Logistics Limited,5.88172,95.725,,-0.578,507657568.0,Industrials,Integrated Freight & Logistics
JGCHEM,J.G.Chemicals Limited,19.651236,2.895,,0.345,12143771648.0,Basic Materials,Other Industrial Metals & Mining
JHS,JHS Svendgaard Laboratories Limited,,2.361,,,1106859008.0,Consumer Defensive,Household & Personal Products
JINDALPHOT,Jindal Photo Limited,2.12722,2.441,,-0.727,6229865472.0,Financial Services,Asset Management
JINDALPOLY,Jindal Poly Films Limited,10.846303,99.618,,,29293101056.0,Consumer Cyclical,Packaging & Containers
JINDALSAW,Jindal Saw Limited,8.547392,54.524,,-0.053,165915000832.0,Basic Materials,Steel
JINDALSTEL,Jindal Steel & Power Limited,15.97307,35.959,,-0.511,900180672512.0,Basic Materials,Steel
JINDRILL,Jindal Drilling And Industries Limited,19.763718,14.082,,1.076,25696061440.0,Energy,Oil & Gas Equipment & Services
JINDWORLD,Jindal Worldwide Limited,74.0,114.638,,-0.124,60897841152.0,Consumer Cyclical,Textile Manufacturing
JIOFIN,Jio Financial Services Limited,87.6378,,,0.0,1414209077248.0,Financial Services,Asset Management
